ensid	gene	unt_1	unt_2	unt_3	unt_4	vitc_1	vitc_2	vitc_3	vitc_4	exp1	exp2	exp3	exp4
ENSMUSG00000034931	DHX8	21.123	11.889	24.0779	24.2211	18.263	14.414	24.9741	24.9807	n.s	n.s	n.s	n.s
ENSMUSG00000034936	ARL4D	0.06	0	0.13667	0.124764	0.164	0.11	0.110071	0.0949113	n.s	n.s	n.s	n.s
ENSMUSG00000034940	SYNRG	8.429	6.325	8.76022	11.9776	7.701	6.659	8.83532	12.5376	n.s	n.s	n.s	n.s
ENSMUSG00000034947	TMEM106A	0.67	1.109	5.5705	3.93466	1.231	1.513	8.01081	6.17743	n.s	n.s	n.s	up
ENSMUSG00000034949	ZFR2	0.838	1.946	0.0643014	0.10392	1.353	1.303	0.0802023	0.139217	n.s	n.s	n.s	n.s
ENSMUSG00000034951	COG7	10.397	7.719	8.87287	8.95302	12.96	9.6	12	11.7059	n.s	n.s	n.s	n.s
ENSMUSG00000034957	CEBPA	198.308	186.141	123.309	96.2664	160.907	242.138	157.083	119.007	n.s	n.s	up	n.s
ENSMUSG00000034958	ATCAY	0	0.009	0	0	0.005	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000034959	5031414D18RIK	1.589	2.71	1.94875	2.60478	0.962	3.361	1.76734	2.76068	n.s	n.s	n.s	n.s
ENSMUSG00000034968	LBX2	0.051	0.142	0.138228	0	0.034	0.043	0.0340206	0.0794105	n.s	n.s	n.s	n.s
ENSMUSG00000034973	DOPEY1	3.504	2.526	4.22508	7.80848	3.456	2.435	4.38707	8.19102	n.s	n.s	n.s	n.s
ENSMUSG00000034974	DAPK3	39.508	27.871	28.572	15.9381	33.985	27.786	32.236	16.8365	n.s	n.s	n.s	n.s
ENSMUSG00000034981	PARM1	0	0.014	0.524558	0.371974	0	0.006	1.00239	0.891013	n.s	n.s	n.s	n.s
ENSMUSG00000034987	HRH2	2.948	5.184	3.42975	3.73863	2.837	4.497	2.5618	3.39653	n.s	n.s	n.s	n.s
ENSMUSG00000034990	OTOA	0.013	0.016	0	0.00543352	0.012	0	0	0.0104781	n.s	n.s	n.s	n.s
ENSMUSG00000034993	VAT1	206.852	163.412	214.507	150.015	269.746	221.122	264.728	188.907	n.s	n.s	up	n.s
ENSMUSG00000034994	EEF2	2986.79	1912.98	1885.12	1456.78	2169.24	2005.97	1576.24	1221.18	n.s	n.s	n.s	n.s
ENSMUSG00000034997	HTR2A	1.832	3.753	2.39414	4.09876	2.476	5.38	4.12467	6.99412	n.s	n.s	up	up
ENSMUSG00000034998	FOXN2	8	9.612	13.5795	25.8732	8.911	9.226	14.1263	26.0676	n.s	n.s	n.s	n.s
ENSMUSG00000035000	DPP4	0	0	0.0259051	0.0409298	0.003	0	0.0385168	0.0676698	n.s	n.s	n.s	n.s
ENSMUSG00000035004	IGSF6	2.579	11.156	52.0139	48.9411	8.03	50.73	98.5844	89.6975	up	up	up	up
ENSMUSG00000035007	RUNDC1	9.894	9.167	9.19441	7.81381	8.355	9.452	10.6534	8.56488	n.s	n.s	n.s	n.s
ENSMUSG00000035011	ZBTB7A	30.336	22.502	32.4601	31.961	26.587	24.966	34.6304	34.8572	n.s	n.s	n.s	n.s
ENSMUSG00000035020	EPGN	0	0.04	0	0.024492	0.024	0.034	0.0172861	0	n.s	n.s	n.s	n.s
ENSMUSG00000035021	BAZ1A	28.94	25.802	45.3338	46.4865	26.231	27.822	48.5134	52.6385	n.s	n.s	n.s	n.s
ENSMUSG00000035024	NCAPD3	22.418	20.168	24.4772	33.2379	20.861	18.876	22.0316	29.493	n.s	n.s	n.s	n.s
ENSMUSG00000035027	MAP2K2	55.723	37.888	54.7425	41.2996	45.13	42.462	51.1549	39.6863	n.s	n.s	n.s	n.s
ENSMUSG00000035031	C8A	0.008	0.095	0	0	0.006	0.084	0	0.0120249	n.s	n.s	n.s	n.s
ENSMUSG00000035032	NEK11	0.016	0.01	0.0133426	0.0304506	0	0	0	0.0123545	n.s	n.s	n.s	n.s
ENSMUSG00000035033	TBR1	0.015	0.009	0.0127388	0.102828	0.024	0.017	0.00554566	0.17422	n.s	n.s	n.s	n.s
ENSMUSG00000035041	CREB3L3	0	0	0	0.00628866	0.017	0	0.0201747	0.0265775	n.s	n.s	n.s	n.s
ENSMUSG00000035042	CCL5	0.258	0.57	0.90619	0.22451	0.572	0.173	0.253318	0.0910885	n.s	n.s	dn	n.s
ENSMUSG00000035045	ZC3H12B	0	0	0.221939	0.447692	0.001	0	0.210281	0.368909	n.s	n.s	n.s	n.s
ENSMUSG00000035047	KRI1	60.606	54.26	36.3745	20.3171	51.802	47.332	35.6486	22.787	n.s	n.s	n.s	n.s
ENSMUSG00000035048	ANAPC13	52.875	72.438	44.6876	14.5623	25.585	69.846	39.4434	16.8362	n.s	n.s	n.s	n.s
ENSMUSG00000035049	RRP12	25.57	11.854	27.1409	33.2513	19.715	13.923	27.4116	34.6503	n.s	n.s	n.s	n.s
ENSMUSG00000035051	DHX57	7.415	8.422	5.34327	6.28043	10.446	8.24	6.46082	6.97757	n.s	n.s	n.s	n.s
ENSMUSG00000035057	4933434I20RIK	0	0.017	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035062	ZC4H2	3.234	4.018	4.73444	4.16544	4.148	3.963	4.11766	4.04318	n.s	n.s	n.s	n.s
ENSMUSG00000035064	EEF2K	59.474	42.843	51.9738	49.6337	67.795	38.312	43.4954	39.8376	n.s	n.s	n.s	n.s
ENSMUSG00000035067	XKR6	0	0.005	0.00650587	0.0118782	0	0.004	0.0125752	0.0120079	n.s	n.s	n.s	n.s
ENSMUSG00000035069	OMA1	7.331	7.759	9.12156	10.7649	8.005	9.48	10.822	12.1008	n.s	n.s	n.s	n.s
ENSMUSG00000035078	MTMR9	30.009	26.808	33.6272	30.6971	35.025	28.525	31.3072	31.1172	n.s	n.s	n.s	n.s
ENSMUSG00000035085	1700020L24RIK	28.495	27.376	24.9776	14.4794	17.839	34.996	32.3666	19.3856	n.s	n.s	up	n.s
ENSMUSG00000035086	BECN1	18.882	21.884	17.261	17.1582	19.003	22.082	19.0716	18.7928	n.s	n.s	n.s	n.s
ENSMUSG00000035093	SECISBP2L	11.462	10.577	11.8762	18.0776	12.096	9.557	12.8771	19.3497	n.s	n.s	n.s	n.s
ENSMUSG00000035095	FAM167A	0	0	0.00552405	0.0100856	0	0	0.0213548	0.0102299	n.s	n.s	n.s	n.s
ENSMUSG00000035104	FAM176A	0.463	0.038	0	0	0.153	0.005	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035105	EGLN3	55.344	162.429	52.8746	35.1008	69.006	122.555	38.8828	24.3867	n.s	n.s	dn	dn
ENSMUSG00000035107	DCBLD2	0.086	0.244	0.241035	0.350929	0.023	0.251	0.162312	0.265079	n.s	n.s	n.s	n.s
ENSMUSG00000035109	SHC4	0.108	0.121	0.0807089	0.0835374	0.154	0.086	0.101203	0.122371	n.s	n.s	n.s	n.s
ENSMUSG00000035112	WNK4	0.075	0.062	0.0294079	0.0677557	0.042	0.081	0.0234215	0.0790546	n.s	n.s	n.s	n.s
ENSMUSG00000035121	NEIL2	0.014	0.027	0.0732409	0.0603899	0	0.086	0.0314943	0.033946	n.s	n.s	n.s	n.s
ENSMUSG00000035125	AW146020	4.767	4.417	3.24693	4.69616	4.633	4.135	3.3268	5.02879	n.s	n.s	n.s	n.s
ENSMUSG00000035126	WDR78	0.164	0.204	0.184562	0.343376	0.332	0.188	0.219755	0.389575	n.s	n.s	n.s	n.s
ENSMUSG00000035131	FAM5C	0.004	0	0.011547	0	0.025	0	0.00495981	0.0142558	n.s	n.s	n.s	n.s
ENSMUSG00000035133	ARHGAP5	0.016	0.02	3.98527	7.72461	0.004	0.012	3.14374	6.70091	n.s	n.s	n.s	n.s
ENSMUSG00000035139	SECISBP2	11.12	14.563	9.20775	10.3902	9.798	11.705	8.63779	9.75485	n.s	n.s	n.s	n.s
ENSMUSG00000035142	NUBPL	1.09	1.055	1.11641	0.956382	1.011	0.786	0.980176	0.936406	n.s	n.s	n.s	n.s
ENSMUSG00000035148	GPR33	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035150	EIF2S3X	60.542	43.796	66.9074	84.8004	61.241	50.242	62.1517	77.6428	n.s	n.s	n.s	n.s
ENSMUSG00000035151	ELMOD2	1.962	2.485	2.19452	3.0066	2.135	2.455	2.21623	3.13725	n.s	n.s	n.s	n.s
ENSMUSG00000035152	AP2B1	35.808	24.26	39.1748	44.9419	40.187	29.023	39.2049	44.5428	n.s	n.s	n.s	n.s
ENSMUSG00000035158	MITF	5.314	3.463	4.67695	9.36706	7.344	4.424	6.6588	12.2004	n.s	n.s	n.s	n.s
ENSMUSG00000035161	INTS6	11.784	11.632	11.9596	20.0729	13.027	12.193	13.232	21.6523	n.s	n.s	n.s	n.s
ENSMUSG00000035164	ZC3H12C	0.125	0.208	4.37554	10.6791	0.042	0.173	3.70066	10.7939	n.s	n.s	n.s	n.s
ENSMUSG00000035165	KCNE3	7.694	13.917	1.73862	1.56951	9.36	9.919	2.16069	1.55277	n.s	n.s	n.s	n.s
ENSMUSG00000035168	TANC1	0.091	0.059	0.545688	0.775374	0.016	0.031	0.562796	0.872929	n.s	n.s	n.s	n.s
ENSMUSG00000035171	1110059E24RIK	13.861	42.191	10.0045	8.25913	17.267	33.148	9.82215	7.50072	n.s	n.s	n.s	n.s
ENSMUSG00000035172	PLEKHH3	0.453	0.457	0.30223	0.491229	0.594	0.529	0.322468	0.324033	n.s	n.s	n.s	n.s
ENSMUSG00000035173	A630007B06RIK	5.627	7.092	5.20093	8.35826	5.503	6.449	5.65283	9.04476	n.s	n.s	n.s	n.s
ENSMUSG00000035177	NLRP2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035179	PPP1R32	0.139	0.317	0.084313	0.0707591	0.188	0.282	0.124921	0.179728	n.s	n.s	n.s	n.s
ENSMUSG00000035181	HEATR5A	23.632	17.994	33.897	46.5986	26.062	19.468	29.8262	43.9564	n.s	n.s	n.s	n.s
ENSMUSG00000035183	SLC24A5	0.071	0.072	0.970062	1.11212	0.023	0	1.37624	0.842549	n.s	n.s	n.s	n.s
ENSMUSG00000035184	FAM124A	0.006	0	0.00535855	0	0.002	0	0.01381	0.0198468	n.s	n.s	n.s	n.s
ENSMUSG00000035186	UBD	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035187	NKX6-1	0.008	0	0	0.00648466	0	0.009	0.0180662	0	n.s	n.s	n.s	n.s
ENSMUSG00000035189	ANO4	0.01	0.026	0.00604203	0.0277877	0.005	0.011	0.162564	0.15863	n.s	n.s	up	n.s
ENSMUSG00000035191	RFPL4	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035198	TUBG1	23.677	15.815	28.5002	14.2659	27.648	21.639	32.1261	16.8989	n.s	n.s	n.s	n.s
ENSMUSG00000035199	ARL6IP5	92.31	129.322	83.2274	50.3026	118.582	129.923	88.0682	50.6641	n.s	n.s	n.s	n.s
ENSMUSG00000035200	CHRNB4	0.067	0.01	0	0	0.009	0.035	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035201	B020004J07RIK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035202	LARS2	200.685	132.005	30.7351	14.3949	156.918	123.565	27.9528	23.4022	n.s	n.s	n.s	up
ENSMUSG00000035203	EPN1	59.777	52.49	72.4659	52.1874	54.212	55.252	75.3951	55.574	n.s	n.s	n.s	n.s
ENSMUSG00000035206	SPPL2B	30.979	29.485	25.5292	20.4753	26.831	31.147	22.618	18.9323	n.s	n.s	n.s	n.s
ENSMUSG00000035208	SLFN8	3.473	4.127	4.48653	6.30604	2.199	3.985	2.95767	4.49059	n.s	n.s	n.s	n.s
ENSMUSG00000035211	XRRA1	1.004	0.493	0.304866	0.117308	1.524	0.289	0.295485	0.232655	n.s	n.s	n.s	n.s
ENSMUSG00000035212	LEPROT	41.707	52.807	31.8852	23.3561	56.011	48.047	37.2728	29.1577	n.s	n.s	n.s	n.s
ENSMUSG00000035215	LSM7	25.702	33.809	19.7344	5.43061	16.561	37.366	19.7822	6.14045	n.s	n.s	n.s	n.s
ENSMUSG00000035226	RIMS4	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035227	SPCS2	98.847	123.94	113.469	78.0249	162.736	147.2	121.079	84.487	n.s	n.s	n.s	n.s
ENSMUSG00000035228	CCDC106	0.45	0.564	0.145515	0.0552384	0.229	0.315	0.0857077	0.035481	n.s	n.s	n.s	n.s
ENSMUSG00000035232	PDK3	31.945	34.098	52.0575	47.3443	42.649	37.599	50.7426	41.8575	n.s	n.s	n.s	n.s
ENSMUSG00000035234	FAM175A	6.97	11.032	6.8937	7.16208	6.171	10.61	6.1394	7.18659	n.s	n.s	n.s	n.s
ENSMUSG00000035235	TRIM13	6.488	9.94	13.7724	11.6613	7.505	8.733	11.4597	8.95791	n.s	n.s	n.s	n.s
ENSMUSG00000035236	SCAI	1.899	5.446	2.06689	4.09203	1.91	3.8	2.08572	3.95743	n.s	n.s	n.s	n.s
ENSMUSG00000035237	LCAT	0.279	0.534	0.505271	0.607508	0.1	0.392	0.42469	0.327321	n.s	n.s	n.s	n.s
ENSMUSG00000035238	KCNK15	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035239	NEU3	2.018	1.966	1.72955	2.47049	2.054	1.972	1.86639	2.05408	n.s	n.s	n.s	n.s
ENSMUSG00000035242	OAZ1	76.526	106.598	88.7616	46.5665	62.051	110.289	85.9859	43.1475	n.s	n.s	n.s	n.s
ENSMUSG00000035245	EOGT	5.487	3.93	3.86969	3.5392	8.86	3.832	4.17882	3.91783	n.s	n.s	n.s	n.s
ENSMUSG00000035246	PCYT1B	0.384	1.482	1.06107	1.16591	0.382	1.312	1.29255	1.2784	n.s	n.s	n.s	n.s
ENSMUSG00000035247	HECTD1	46.633	38.187	50.2231	82.4969	39.423	32.26	42.9824	74.7217	n.s	n.s	n.s	n.s
ENSMUSG00000035248	ZCCHC6	19.908	19.521	18.0583	22.0532	19.505	19.113	21.3445	27.3887	n.s	n.s	n.s	n.s
ENSMUSG00000035258	ABI3BP	0	0	0.00498623	0	0	0.002	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035262	AMH	1.086	1.19	0.45915	0.802745	0.553	0.912	0.614195	0.966533	n.s	n.s	n.s	n.s
ENSMUSG00000035266	HELQ	3.287	3.229	3.21325	4.3913	3.361	3.495	3.90627	5.09479	n.s	n.s	n.s	n.s
ENSMUSG00000035268	PKIG	8.786	14.126	10.7643	5.24797	10.88	14.173	10.5595	6.08506	n.s	n.s	n.s	n.s
ENSMUSG00000035270	IMPG2	0.007	0.017	0.0289681	0.112873	0.007	0.037	0.0599395	0.153457	n.s	n.s	n.s	n.s
ENSMUSG00000035273	HPSE	0.117	1.214	12.1845	11.32	0.159	4.562	22.8245	20.3302	n.s	up	up	up
ENSMUSG00000035274	TPBG	0.007	0	0.0253732	0.0115814	0	0	0.00817396	0.0234941	n.s	n.s	n.s	n.s
ENSMUSG00000035275	RAVER2	0	0	0	0	0.003	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035277	ARX	0.201	0.553	0.963532	0.548311	0.09	0.343	0.392502	0.211452	n.s	n.s	n.s	n.s
ENSMUSG00000035278	PLEKHJ1	32.604	54.265	33.3489	15.2157	35.846	52.028	39.5341	17.0514	n.s	n.s	n.s	n.s
ENSMUSG00000035279	SSC5D	0.075	0.004	0.0295398	0.0201241	0.015	0.021	0	0.0243583	n.s	n.s	n.s	n.s
ENSMUSG00000035283	ADRB1	0	0	0	0	0	0	0	0.0175522	n.s	n.s	n.s	n.s
ENSMUSG00000035284	VPS13C	54.699	50.995	17.4397	46.0714	41.509	37.035	14.233	41.3693	n.s	n.s	n.s	n.s
ENSMUSG00000035285	NAT14	0.793	1.028	0.403261	1.11794	0.414	1.078	0.524925	1.02634	n.s	n.s	n.s	n.s
ENSMUSG00000035293	G2E3	6.576	9.826	9.63503	16.0741	3.474	8.196	8.62318	14.3467	n.s	n.s	n.s	n.s
ENSMUSG00000035295	WDR38	0.255	0.796	0.129713	0.384965	0.099	0.41	0.075732	0.201632	n.s	n.s	n.s	n.s
ENSMUSG00000035296	SGCG	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035297	COPS4	19.961	28.656	20.3177	20.1724	18.296	25.435	19.1533	17.4208	n.s	n.s	n.s	n.s
ENSMUSG00000035298	KLHL35	0.435	0.46	0.248093	0.172066	0.299	0.448	0.341062	0.255898	n.s	n.s	n.s	n.s
ENSMUSG00000035299	MID1	0.279	0.479	0.236613	0.205095	0.499	0.429	0.184171	0.28155	n.s	n.s	n.s	n.s
ENSMUSG00000035305	ROR1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035310	LIN54	9.13	11.08	13.1332	18.6357	10.068	10.954	12.5256	18.0473	n.s	n.s	n.s	n.s
ENSMUSG00000035311	GNPTAB	76.398	70.254	54.2909	54.1765	78.419	66.252	46.2987	45.9339	n.s	n.s	n.s	n.s
ENSMUSG00000035314	GDPD5	0.15	0.025	0.423333	0.422314	0.108	0.091	0.434015	0.268373	n.s	n.s	n.s	n.s
ENSMUSG00000035325	SEC31A	97.69	78.137	110.587	83.6023	110.629	85.467	103.321	80.4101	n.s	n.s	n.s	n.s
ENSMUSG00000035329	FBXO33	20.103	20.368	25.882	31.6359	24.931	20.862	24.575	31.0531	n.s	n.s	n.s	n.s
ENSMUSG00000035337	UCHL4	1.467	2.854	0.456889	0.185482	1.389	3.154	0.470927	0.301015	n.s	n.s	n.s	n.s
ENSMUSG00000035342	LZTS2	22.808	19.419	18.362	13.0967	15.905	16.881	14.4645	10.5139	n.s	n.s	n.s	n.s
ENSMUSG00000035349	MIA2	0.017	0.022	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035351	NUP37	21.322	34.984	25.6312	18.8506	22.705	35.653	26.6999	18.8689	n.s	n.s	n.s	n.s
ENSMUSG00000035352	CCL12	0	0	0.131898	0	0	0	0.226618	0.16284	n.s	n.s	n.s	n.s
ENSMUSG00000035354	UVRAG	20.66	19.963	25.3463	31.5437	27.012	20.031	24.6958	30.1793	n.s	n.s	n.s	n.s
ENSMUSG00000035355	KCNH4	0.014	0.027	0.0368219	0.0327055	0	0.015	0.0307774	0.0110578	n.s	n.s	n.s	n.s
ENSMUSG00000035356	NFKBIZ	1.879	3.938	2.02266	3.70859	5.335	3.198	1.73321	3.53898	up	n.s	n.s	n.s
ENSMUSG00000035357	PDZRN3	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035364	4930524J08RIK	1.254	1.483	2.89217	2.19843	1.698	1.226	2.0279	1.77162	n.s	n.s	n.s	n.s
ENSMUSG00000035365	PARPBP	8.041	8.196	8.86013	13.2415	7.206	8.022	10.0276	15.0077	n.s	n.s	n.s	n.s
ENSMUSG00000035367	RMI1	5.786	6.406	4.56612	6.2974	4.556	6.544	5.07271	5.93882	n.s	n.s	n.s	n.s
ENSMUSG00000035370	ADAT3	22.996	20.009	21.595	14.2837	23.579	21.645	21.9626	15.2854	n.s	n.s	n.s	n.s
ENSMUSG00000035371	SSX9	0	0.089	0	0	0.018	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035372	1810055G02RIK	16.509	15.742	14.9703	7.36389	14.093	18.838	15.8085	8.22689	n.s	n.s	n.s	n.s
ENSMUSG00000035373	CCL7	0	0.176	0.471606	0.371324	0.04	0.218	0.797367	0.526562	n.s	n.s	n.s	n.s
ENSMUSG00000035376	PTPLB	6.434	9.662	14.2179	15.5416	9.483	10.024	15.9956	18.8166	n.s	n.s	n.s	n.s
ENSMUSG00000035378	SHQ1	16.137	8.146	10.6952	11.6584	16.339	9.935	10.8934	10.3352	n.s	n.s	n.s	n.s
ENSMUSG00000035382	PCSK7	20.457	21.26	19.929	17.3191	17.077	20.31	22.8536	17.8593	n.s	n.s	n.s	n.s
ENSMUSG00000035383	PMCH	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035385	CCL2	0.145	0.155	1.73263	0.492422	0.762	0.293	1.08006	0.460021	n.s	n.s	n.s	n.s
ENSMUSG00000035387	4930415L06RIK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035390	BRSK1	0.004	0.01	0	0	0	0.004	0	0.00324411	n.s	n.s	n.s	n.s
ENSMUSG00000035392	DENND1A	13.889	11.389	11.0507	7.3638	9.99	10.219	11.575	8.74541	n.s	n.s	n.s	n.s
ENSMUSG00000035394	CCDC11	0.078	0.148	0.0181008	0.169108	0.103	0.073	0.0374443	0.228814	n.s	n.s	n.s	n.s
ENSMUSG00000035395	PET2	0	0.004	0	0	0	0.014	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035397	KLF16	12.471	9.813	15.1495	13.1161	14.898	9.614	14.3146	11.834	n.s	n.s	n.s	n.s
ENSMUSG00000035399	3230401D17RIK	13.704	16.795	9.33828	8.69225	14.547	17.227	9.63933	7.53585	n.s	n.s	n.s	n.s
ENSMUSG00000035401	2210018M11RIK	28.538	28.812	21.2817	14.0843	38.132	26.731	19.5733	14.8218	n.s	n.s	n.s	n.s
ENSMUSG00000035403	CRB2	0	0	0	0	0.003	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035407	KANK4	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035413	TMEM98	1.246	10.074	0	0	0	14.947	0.0186304	0	dn	n.s	n.s	n.s
ENSMUSG00000035420	FAM170A	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035427	MAGEB4	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035429	PTPRH	0.007	0.005	0.00587016	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035431	SSTR1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035435	ABCA17	0.01	0.039	0.00861444	0.019187	0	0.03	0.0246424	0.0189132	n.s	n.s	n.s	n.s
ENSMUSG00000035437	RABGAP1	12.952	11.427	12.1787	18.1703	11.901	9.882	10.7207	15.9536	n.s	n.s	n.s	n.s
ENSMUSG00000035439	HAUS8	8.403	5.42	10.0917	8.12119	8.935	7.908	10.2679	7.93256	n.s	n.s	n.s	n.s
ENSMUSG00000035441	MYO1D	3.385	3.584	0.362516	0.457174	6.503	5.179	0.627544	0.792888	n.s	n.s	n.s	n.s
ENSMUSG00000035443	THYN1	48.829	63.641	46.2826	34.1215	44.329	63.194	43.4807	31.9106	n.s	n.s	n.s	n.s
ENSMUSG00000035448	CCR3	0.071	0.086	0.0216405	0.0263403	0.023	0.13	0.0743623	0.0400756	n.s	n.s	n.s	n.s
ENSMUSG00000035451	FOXA1	0.009	0.05	0.0209832	0	0.027	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035454	SAMT3	0	0.034	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035455	FIGNL1	13.052	11.236	20.2759	21.3719	14.983	12.943	20.4488	21.9582	n.s	n.s	n.s	n.s
ENSMUSG00000035456	PRDM8	0.026	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035458	TNNI3	2.986	5.684	0.839895	0.366818	2.787	4.259	0.735129	0.412128	n.s	n.s	n.s	n.s
ENSMUSG00000035459	STAB2	0.006	0.002	0	0.00492245	0	0	0.00694838	0.00495957	n.s	n.s	n.s	n.s
ENSMUSG00000035469	RCBTB1	0.475	1.13	2.19434	2.94808	0.145	0.662	1.38281	2.29413	n.s	n.s	n.s	n.s
ENSMUSG00000035472	SLC25A21	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035473	GALM	0	0.021	0.979609	0.573585	0.004	0.049	2.57535	1.41633	n.s	n.s	up	up
ENSMUSG00000035476	TAB3	4.257	5.155	5.87067	8.09743	5.029	4.357	5.46227	7.64964	n.s	n.s	n.s	n.s
ENSMUSG00000035478	MBD3	112.556	71.18	98.3216	52.2895	92.307	86.642	103.356	58.5033	n.s	n.s	n.s	n.s
ENSMUSG00000035486	PLK5	0.014	0.049	0.0088162	0.0402408	0.016	0.124	0.0113605	0	n.s	n.s	n.s	n.s
ENSMUSG00000035491	1600014K23RIK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035493	TGFBI	0.64	1.242	97.223	92.7334	0.032	0.824	171.251	164.307	dn	n.s	up	up
ENSMUSG00000035495	TSTD2	13.2	12.804	13.5823	18.3435	10.019	11.926	13.1636	17.3393	n.s	n.s	n.s	n.s
ENSMUSG00000035498	CDCP1	0.008	0.01	0.0278269	0.0178413	0.002	0.067	0.11195	0.113319	n.s	n.s	n.s	n.s
ENSMUSG00000035504	REEP6	3.166	2.315	3.32107	1.27173	6.068	2.798	3.13737	1.04508	n.s	n.s	n.s	n.s
ENSMUSG00000035505	COX18	8.678	8.515	12.1166	11.6422	10.297	9.713	11.2775	10.7617	n.s	n.s	n.s	n.s
ENSMUSG00000035506	SLC12A8	0	0.004	0.00531273	0	0	0.007	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035509	FBXL21	0.072	0.169	0.107734	0.121362	0.036	0.155	0.0897583	0.116532	n.s	n.s	n.s	n.s
ENSMUSG00000035513	NTNG2	15.978	28.404	10.5306	10.2564	17.551	24.843	11.4879	11.6744	n.s	n.s	n.s	n.s
ENSMUSG00000035517	TDRD7	2.279	4.039	5.83528	6.31334	0.903	5.174	6.19165	7.01599	n.s	n.s	n.s	n.s
ENSMUSG00000035521	GNPTG	15.583	22.682	9.88133	7.86039	19.532	19.967	11.3587	8.26029	n.s	n.s	n.s	n.s
ENSMUSG00000035522	TSGA8	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035523	VMN1R172	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035528	NPFFR2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035529	PRDM4	20.014	18.546	20.3234	22.4702	22.641	18.3	19.9538	22.6421	n.s	n.s	n.s	n.s
ENSMUSG00000035530	EIF1	109.081	108.739	56.7859	46.1743	121.335	111.732	53.4786	40.9971	n.s	n.s	n.s	n.s
ENSMUSG00000035539	E230008N13RIK	0.116	1.496	0.247995	0.0831383	0.012	1.26	0.182472	0.0691253	n.s	n.s	n.s	n.s
ENSMUSG00000035540	GC	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035545	LENG8	44.456	125.14	26.6733	17.0516	41.27	84.036	25.88	16.8969	n.s	n.s	n.s	n.s
ENSMUSG00000035547	CAPN5	33.233	29.556	15.5282	13.8966	38.388	20.654	7.5684	6.4747	n.s	n.s	dn	dn
ENSMUSG00000035551	IGFBPL1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035557	KRT17	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000035559	MPV17L2	40.633	43.316	43.1172	31.8719	37.546	44.749	45.0087	29.7423	n.s	n.s	n.s	n.s
ENSMUSG00000035560	WDR20B	0.055	0.103	0.566932	0.623888	0.072	0.081	0.559403	0.735118	n.s	n.s	n.s	n.s
ENSMUSG00000035561	ALDH1B1	8.874	4.652	16.8035	13.4791	4.565	5.404	20.5212	14.3342	n.s	n.s	n.s	n.s
